YEAR,ABW,AGO,AFG,AFR,ALB,ARE,ARG,ARM,ASI,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BOL,BLZ,BIH,BTN,BLR,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CMR,CHN,CIV,COD,COG,COL,CRI,CUB,CYP,CZE,DJI,DNK,DEU,DOM,DZA,ECU,EGY,EUR,ERI,ESH,EST,ETH,ESP,FIN,FJI,FLK,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GRC,GTM,GUF,GUY,GNB,GNQ,GRL,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LVA,LUX,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRY,PSE,QAT,REU,ROU,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SYR,SWZ,TCD,TGO,THA,TJK,TKM,TLS,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1874,0.00948,0.01944,0.02137,0.0194,0.00996,0.02447,0.01198,0.01626,0.01601,0.0159,0.00227,0.01335,0.02068,-0.0003,0.01924,0.01873,0.02034,0.00902,0.01758,0.01851,0.0185,0.00368,0.02,0.00776,0.01844,0.01705,0.02256,0.02344,0.01372,0.00063,0.0134,0.01859,0.01671,0.0207,0.01822,0.01613,0.01863,0.01627,0.01577,0.01481,0.00188,0.01879,0.00585,0.00311,0.01502,0.0237,0.01816,0.02076,0.00322,0.02103,0.02154,0.01453,0.02017,0.01296,0.01751,0.00686,0.00767,0.00015,0.01594,-0.0015,0.01056,0.01992,0.01983,0.01532,0.01347,0.01914,0.01676,0.01742,0.01441,0.01221,0.00954,0.01409,0.00146,0.01558,0.00288,0.01434,0.02427,-0.00095,0.01833,0.02015,0.01733,0.01431,0.00686,0.01412,0.01505,0.01889,0.00598,0.01509,0.01446,0.01092,0.01942,0.01409,0.01846,0.01741,0.01844,0.02013,0.0177,0.01255,0.00921,0.01521,0.00075,0.01628,0.00361,0.0148,0.02444,0.00926,0.02608,0.0223,0.00909,0.00596,0.01554,0.02452,0.01577,0.01481,0.01899,0.01213,0.02452,0.01861,0.01152,-0.00135,0.01008,0.01952,0.01027,0.02196,0.0217,0.01456,0.01811,0.01141,0.01056,0.0028,0.01312,0.01636,0.01966,0.00992,0.02205,0.01184,0.00711,0.02058,0.02901,0.02315,0.01786,0.01211,0.01632,0.01498,0.0161,0.00465,0.02262,0.01837,0.00298,0.00081,0.0153,0.02277,0.01093,0.02232,0.0189,0.0158,0.018,0.01659,0.0192,0.01931,0.01538,0.01846,0.01574,0.01627,0.00365,0.0097,0.01555,0.01332,0.02126,0.01791,0.00885,0.02062,0.01576,0.01609,0.01618
1875,0.01892,0.02133,0.0175,0.02024,-0.00243,0.02709,0.00981,0.00705,0.01764,0.01082,-0.00597,0.00498,0.02153,-0.00727,0.02104,0.02643,0.02097,-0.00306,0.01664,0.01803,0.02016,-0.00465,0.02094,0.00894,0.01726,0.01355,0.0144,0.02027,0.01895,-0.00687,0.01024,0.01774,0.01211,0.02085,0.02036,0.01817,0.01846,0.01701,0.0217,0.00602,-0.00287,0.0225,0.0085,-0.00363,0.01672,0.01673,0.01704,0.01838,0.00808,0.02542,0.02239,0.02451,0.02119,0.00447,0.02902,0.01217,0.0071,-0.00716,0.01504,-0.00165,-0.00241,0.02116,0.02168,0.02413,0.00581,0.02317,0.01549,0.01677,0.02116,0.01762,0.01247,0.02292,-0.00701,0.01759,-0.00614,0.01454,0.02237,-0.00243,0.01501,0.0146,0.02731,0.00621,0.0009,0.01529,0.00762,0.00721,-0.00083,0.01845,0.00365,0.02057,0.01422,0.00931,0.02019,0.00833,0.01515,0.01742,0.01545,0.01188,0.01084,0.02205,-0.00492,0.00892,-0.00607,0.00913,0.02072,-0.003,0.02844,0.02363,-0.00343,-0.00392,0.01754,0.02938,0.02259,0.0138,0.01465,0.0035,0.02745,0.02103,0.02198,-0.00424,0.02041,0.01663,0.00903,0.02405,0.01636,0.01679,0.01965,0.01529,0.01474,-0.00107,0.01373,0.00807,0.01135,0.0037,0.02466,0.00298,0.00289,0.02065,0.02373,0.0259,0.02494,0.01064,0.01795,0.02395,0.0191,-0.00179,0.02116,0.01691,-0.00322,-0.00703,0.02452,0.0129,0.01072,0.02603,0.02111,0.02091,0.0158,0.00837,0.01377,0.01326,0.00912,0.01841,0.01996,0.01937,-0.00488,0.00877,0.01074,0.00472,0.02179,0.01876,0.01456,0.02633,0.01401,0.02337,0.01455
1876,0.01851,0.01767,-0.0469,0.00939,-0.05799,0.00169,0.01434,-0.05423,0.01942,0.0165,-0.0687,-0.0552,0.02533,-0.06849,0.01752,0.01975,0.00197,-0.05829,-0.00177,0.01585,0.01281,-0.06917,-0.00441,-0.05316,0.01835,0.02165,0.01633,0.0232,-0.03561,-0.0745,0.01462,0.02435,-0.04255,0.01992,0.02427,0.02632,0.02471,0.01269,0.00475,-0.0489,-0.06758,0.01671,-0.04616,-0.06618,0.01083,-0.0214,0.02639,-0.01595,-0.05212,0.01666,-0.00213,-0.02745,0.02079,-0.05559,-0.01984,0.0144,0.0127,-0.0693,0.02684,-0.05232,-0.05579,0.01935,0.01594,0.01969,-0.05441,0.01691,0.02515,0.02386,0.01832,0.02631,-0.00523,0.0188,-0.07177,0.01091,-0.07295,0.02481,0.00328,-0.05397,-0.0487,-0.05102,-0.01296,-0.04652,-0.06639,0.01037,-0.04515,-0.0504,-0.06571,0.02591,-0.05332,0.01807,-0.0475,-0.04532,0.01157,-0.05115,0.02277,-0.01882,0.01959,0.0132,-0.05037,-0.02835,-0.06902,-0.04419,-0.07327,0.01571,-0.00319,-0.05813,0.01191,0.00729,-0.05765,-0.06622,0.01669,0.00766,0.0187,0.02508,0.01784,0.01306,0.01211,0.01918,0.017,-0.0627,-0.02358,-0.02022,0.01288,0.00841,-0.04589,0.015,0.01805,0.0179,0.02261,-0.06228,0.00962,-0.04994,0.01573,-0.04321,-0.00449,0.0135,-0.06342,0.02487,-0.00642,0.01371,0.01927,0.02046,0.0173,0.01865,0.02235,-0.06809,0.02013,0.02502,-0.06672,-0.07509,-0.02438,-0.05094,0.01368,0.01421,0.01811,0.01541,-0.0481,-0.05331,0.0163,-0.05062,-0.05287,-0.00008,0.01993,0.02593,-0.06794,0.01297,-0.04789,-0.05943,0.01945,0.01221,0.01857,0.01646,0.01551,0.01763,0.01274
1877,0.00532,0.02053,-0.058,0.00035,-0.05697,-0.01211,0.0139,-0.05969,0.01288,0.01549,-0.07513,-0.05856,0.02108,-0.07614,0.0086,0.00664,-0.01312,-0.0564,-0.01426,0.0163,0.00338,-0.0683,-0.02224,-0.06487,0.01678,0.01682,0.0145,0.01311,-0.05124,-0.07399,0.01474,0.01359,-0.04711,0.01353,0.01906,0.02104,0.01547,0.00885,-0.00137,-0.05488,-0.07576,0.00707,-0.05593,-0.07524,0.00293,-0.03406,0.02136,-0.02982,-0.05769,0.0056,-0.01728,-0.04338,0.00935,-0.06199,-0.03305,0.01889,0.01285,-0.07258,0.02166,-0.06013,-0.05434,0.01254,0.00838,0.00563,-0.06463,0.00546,0.01604,0.01585,0.00756,0.02082,-0.01836,0.00487,-0.07242,0.0031,-0.0756,0.02099,-0.00942,-0.06015,-0.06513,-0.05886,-0.02175,-0.05157,-0.06719,0.0024,-0.0537,-0.05574,-0.07368,0.01918,-0.05379,0.00699,-0.05873,-0.05142,0.0009,-0.05784,0.0166,-0.03288,0.01557,0.01482,-0.06143,-0.04485,-0.0769,-0.05296,-0.07432,0.01488,-0.01623,-0.05666,0.0012,-0.00242,-0.0562,-0.07033,0.01597,-0.00199,0.01889,0.01625,0.01477,0.0174,0.00069,0.00855,0.00648,-0.06909,-0.03321,-0.0371,0.01159,-0.00127,-0.05656,0.00796,0.01643,0.00493,0.01815,-0.07176,0.00254,-0.05853,0.01574,-0.05114,-0.0229,0.01712,-0.06549,0.02225,-0.018,0.00251,0.00609,0.01795,0.01036,0.00449,0.01407,-0.06804,0.01247,0.01579,-0.07618,-0.07441,-0.03552,-0.06027,0.01291,0.00249,0.0112,0.00479,-0.06285,-0.06598,0.016,-0.05931,-0.06427,-0.01187,0.01553,0.02036,-0.07618,0.01593,-0.05676,-0.06051,0.01146,0.0018,0.01538,0.00324,0.01519,0.01831,0.01699
1878,0.00521,0.01654,-0.04248,0.004,-0.0435,0.0019,0.01173,-0.03908,0.00966,0.01383,-0.05765,-0.04032,0.01408,-0.06061,0.00964,0.00953,-0.00115,-0.04421,-0.00243,0.02023,-0.00454,-0.05095,-0.01208,-0.0478,0.01646,0.00949,0.01501,0.01022,-0.03051,-0.05658,0.01198,0.0119,-0.03129,0.01041,0.01413,0.0132,0.01126,0.01083,0.00032,-0.03708,-0.05877,0.01102,-0.03554,-0.05311,-0.00512,-0.02028,0.01319,-0.01386,-0.03949,0.00244,-0.00648,-0.02743,0.00871,-0.04056,-0.01009,0.01799,0.01338,-0.05592,0.01348,-0.04383,-0.04325,0.00977,0.01115,0.00641,-0.03816,0.00222,0.01125,0.01212,0.01065,0.00722,-0.00678,0.00546,-0.05567,-0.00525,-0.05919,0.01466,-0.00662,-0.04207,-0.03092,-0.04283,-0.01188,-0.03765,-0.04704,-0.00471,-0.03055,-0.03731,-0.05334,0.01189,-0.03931,0.0102,-0.03219,-0.02781,-0.00244,-0.03848,0.00997,-0.01593,0.00982,0.00951,-0.04287,-0.02747,-0.06002,-0.03784,-0.05821,0.01656,-0.011,-0.04454,0.00088,-0.00039,-0.04413,-0.05386,0.01813,-0.00186,0.01583,0.01003,0.01761,0.01411,0.00028,0.00861,0.00993,-0.05447,-0.01231,-0.01746,0.01167,0.00033,-0.03826,0.01035,0.01625,0.00559,0.01585,-0.05385,-0.00481,-0.03449,0.01522,-0.02831,-0.01406,0.01398,-0.04655,0.01441,-0.00914,0.00148,0.00578,0.01458,0.01081,0.0058,0.01002,-0.05025,0.01043,0.0118,-0.05876,-0.05741,-0.0167,-0.04046,0.01269,0.00273,0.00929,0.004,-0.0292,-0.03607,0.01252,-0.04161,-0.03382,0.00027,0.01553,0.00976,-0.05936,0.01263,-0.03458,-0.04247,0.01028,0.00312,0.01548,0.00284,0.01188,0.01763,0.01896
1879,0.00776,0.02068,-0.0198,0.01225,-0.01455,0.00493,0.018,-0.01243,0.01212,0.01816,-0.0347,-0.0148,0.01597,-0.03491,0.02063,0.0162,-0.00081,-0.01492,-0.00256,0.02094,0.00817,-0.02203,-0.00021,-0.01725,0.01873,0.0155,0.02198,0.01966,-0.00095,-0.03317,0.0175,0.01578,-0.00564,0.01769,0.01715,0.01505,0.01512,0.01652,-0.00019,-0.02684,-0.03325,0.01445,-0.01452,-0.03071,0.00743,-0.00458,0.0142,-0.00413,-0.01689,0.01206,-0.00366,-0.00588,0.01805,-0.01504,0.00048,0.01597,0.01501,-0.03167,0.01499,-0.02339,-0.01272,0.01778,0.01934,0.01136,-0.01354,0.01033,0.01535,0.01674,0.01256,0.01611,0.00256,0.01055,-0.02815,0.0077,-0.03497,0.01384,0.00338,-0.02045,-0.00477,-0.02195,-0.00661,-0.01891,-0.01993,0.00669,-0.01637,-0.01862,-0.03123,0.01464,-0.01281,0.01099,-0.01071,-0.0186,0.00641,-0.02338,0.01676,-0.00447,0.01586,0.02096,-0.01568,-0.00755,-0.0341,-0.01913,-0.03371,0.01559,0.00163,-0.01374,0.01541,0.00277,-0.01406,-0.03033,0.0198,0.00804,0.02423,0.01398,0.01901,0.01415,0.01447,0.01766,0.01112,-0.02562,-0.00113,-0.00486,0.01668,0.00585,-0.01985,0.0175,0.02016,0.01048,0.01714,-0.02562,0.00582,-0.01203,0.02136,-0.02066,-0.00094,0.01365,-0.02054,0.01551,0.00377,0.0162,0.01099,0.01749,0.01917,0.01065,0.01589,-0.02148,0.0184,0.01581,-0.03356,-0.03335,-0.00182,-0.01933,0.01878,0.01602,0.01863,0.00985,-0.00441,-0.01151,0.01755,-0.02124,-0.01118,-0.00024,0.01978,0.01611,-0.03692,0.01522,-0.00997,-0.01822,0.01676,0.0091,0.02084,0.01355,0.02044,0.02468,0.01843
1880,0.01615,0.02559,0.00686,0.02444,-0.0109,0.01598,0.01721,-0.00315,0.01805,0.02035,-0.02047,-0.00598,0.02467,-0.02784,0.02241,0.02382,0.01211,-0.01164,0.00689,0.02512,0.01628,-0.01506,0.01154,0.00537,0.02548,0.01338,0.02397,0.02049,0.00786,-0.01669,0.0195,0.02103,0.00309,0.0197,0.02423,0.02369,0.02039,0.01716,0.01209,0.00202,-0.02419,0.02357,-0.00264,-0.01679,0.01327,0.01428,0.02282,0.01398,-0.00922,0.02189,0.01156,0.00618,0.02204,-0.00666,0.0197,0.0159,0.0159,-0.02166,0.02242,-0.00964,-0.01059,0.02012,0.0218,0.02436,-0.00761,0.02025,0.02095,0.0212,0.02128,0.0208,0.01302,0.02246,-0.01506,0.01383,-0.01833,0.01943,0.01631,-0.00729,-0.00588,0.0075,0.01661,0.0032,-0.01301,0.01235,0.00335,-0.00468,-0.01609,0.02318,-0.00494,0.01993,-0.00455,0.00697,0.01981,0.00391,0.01662,0.01387,0.01446,0.0199,0.00468,0.00598,-0.02557,0.00531,-0.01674,0.01988,0.01252,-0.01047,0.02637,0.01618,-0.01108,-0.01541,0.02044,0.02274,0.02407,0.01915,0.02493,0.0152,0.02595,0.02349,0.02074,-0.01062,0.01022,0.0125,0.01853,0.02221,0.00631,0.0177,0.02532,0.01595,0.01961,-0.00882,0.0112,-0.0028,0.02122,0.00237,0.01308,0.01461,-0.01259,0.02441,0.01887,0.02582,0.02622,0.01639,0.01911,0.02338,0.02049,-0.01452,0.02062,0.02213,-0.02236,-0.01645,0.01378,0.00251,0.01877,0.02567,0.02019,0.01799,-0.00516,-0.00571,0.01665,0.00325,-0.00729,0.00899,0.02426,0.02275,-0.02115,0.01408,0.00412,-0.00764,0.02194,0.01789,0.01691,0.02297,0.01952,0.02542,0.02423
1881,0.02589,0.03111,0.02644,0.03146,0.00748,0.02882,0.02195,0.01811,0.02566,0.02793,-0.01515,0.01396,0.02715,-0.02994,0.03242,0.03601,0.02238,0.00671,0.01631,0.03144,0.03104,-0.00522,0.01598,-0.00211,0.02891,0.0262,0.03185,0.03191,0.02203,-0.01033,0.02145,0.03164,0.02261,0.02924,0.03095,0.02782,0.03089,0.02674,0.0229,0.01099,-0.02457,0.03584,-0.00154,-0.02419,0.02834,0.02677,0.02671,0.0251,0.00067,0.03561,0.02086,0.01602,0.03104,0.01534,0.03009,0.01384,0.01899,-0.01907,0.02768,-0.01472,0.00804,0.02995,0.03309,0.03434,0.01734,0.03308,0.03094,0.03238,0.0317,0.02949,0.0193,0.032,-0.00657,0.0289,-0.01383,0.02412,0.0271,-0.01761,0.02515,0.02513,0.03171,0.01825,0.0012,0.02779,0.01767,0.01485,-0.01071,0.02994,0.01487,0.03033,0.01915,0.01913,0.02926,0.0148,0.02918,0.02501,0.02567,0.02526,-0.00014,0.01402,-0.02696,0.02306,-0.01139,0.02353,0.02456,0.00736,0.04069,0.02802,0.00658,-0.00648,0.02889,0.03677,0.03357,0.02798,0.03092,0.0208,0.03844,0.03236,0.03123,-0.01916,0.02088,0.02371,0.02076,0.03134,0.02381,0.02483,0.02957,0.02745,0.02482,-0.01488,0.02574,0.02038,0.02719,0.01119,0.01799,0.02013,-0.0033,0.0264,0.03211,0.03813,0.03522,0.01973,0.02917,0.03279,0.03021,-0.0045,0.03064,0.03247,-0.02399,-0.01052,0.0257,0.02056,0.02388,0.03807,0.03084,0.02888,0.02458,0.02094,0.01268,0.01738,0.01953,0.01918,0.02828,0.03266,-0.02181,0.01852,0.02113,0.01402,0.03173,0.02902,0.02789,0.03311,0.02709,0.03415,0.02577
1882,0.03541,0.04316,0.03798,0.04386,0.02261,0.0453,0.02967,0.0271,0.03709,0.03605,0.00947,0.02371,0.04982,-0.00451,0.04276,0.05084,0.03518,0.02125,0.02558,0.04596,0.04132,0.01204,0.03288,0.02734,0.04435,0.02855,0.04903,0.0387,0.04728,0.01076,0.03265,0.03732,0.03431,0.03761,0.04315,0.04501,0.03967,0.03632,0.0328,0.02053,0.00476,0.04714,0.01466,0.00563,0.03717,0.04458,0.04511,0.03491,0.02224,0.05216,0.03525,0.02485,0.04045,0.02177,0.04141,0.0248,0.02592,0.00609,0.04325,0.00388,0.02423,0.03854,0.0446,0.04573,0.0274,0.04781,0.0344,0.03598,0.04344,0.03891,0.03177,0.04245,0.01084,0.03817,0.01254,0.03833,0.03909,0.00132,0.04089,0.03538,0.03531,0.03028,0.01369,0.03496,0.03749,0.03068,0.02043,0.04432,0.02882,0.03913,0.03414,0.03722,0.0407,0.02546,0.03417,0.03603,0.02934,0.03826,0.02631,0.02505,0.00035,0.03195,0.01413,0.03286,0.03831,0.02294,0.05414,0.03643,0.02192,0.01515,0.0379,0.04877,0.03955,0.03057,0.04308,0.02702,0.05398,0.04275,0.03947,0.00447,0.02844,0.03638,0.02981,0.0441,0.03524,0.03349,0.04289,0.03354,0.03433,0.01022,0.03264,0.0296,0.04145,0.02692,0.03811,0.02633,0.02153,0.04841,0.0468,0.05284,0.05,0.0293,0.03702,0.04376,0.03696,0.01327,0.03923,0.03674,0.00553,0.01069,0.02939,0.03317,0.03081,0.0514,0.03962,0.04272,0.03987,0.03448,0.02584,0.02811,0.03255,0.02916,0.04239,0.04521,0.00393,0.02855,0.0298,0.025,0.03883,0.03553,0.0237,0.05378,0.03812,0.04213,0.04194
1883,-0.0318,-0.05622,-0.04545,-0.05628,-0.04338,-0.03692,-0.007,-0.04102,-0.07273,-0.0255,-0.05711,-0.04047,-0.09561,-0.0618,-0.07573,-0.0579,-0.03142,-0.04332,-0.02567,-0.05037,-0.03095,-0.05706,-0.03674,-0.04357,-0.0676,-0.08561,-0.03803,-0.09,-0.02444,-0.05744,-0.00822,-0.08913,-0.04397,-0.08302,-0.08629,-0.09393,-0.08926,-0.06688,-0.02538,-0.03543,-0.06554,-0.06218,-0.02154,-0.05612,-0.02872,-0.04388,-0.09326,-0.03916,-0.03048,-0.036,-0.03404,-0.00856,-0.07428,-0.03748,0.02291,-0.03332,0.01083,-0.05407,-0.09364,-0.03219,-0.0437,-0.08176,-0.07126,-0.03806,-0.03698,-0.03275,-0.09169,-0.09199,-0.05474,-0.09161,0.0623,-0.03488,-0.05707,-0.02916,-0.05952,-0.08746,-0.03535,-0.03227,-0.03971,-0.04238,0.04332,-0.03975,-0.04983,-0.02821,-0.04505,-0.03584,-0.06015,-0.09264,-0.04607,-0.04321,-0.03364,-0.0469,-0.02767,-0.04063,-0.08741,-0.03902,-0.08071,-0.01724,-0.03663,-0.01136,-0.06461,-0.03629,-0.0594,-0.03513,-0.03324,-0.04462,-0.04175,-0.02865,-0.04332,-0.06083,-0.04337,-0.03551,-0.05355,-0.09022,-0.03618,-0.02275,-0.04012,-0.07202,-0.04242,-0.05103,0.02695,-0.04018,0.00173,-0.03156,-0.04303,-0.07023,-0.06886,-0.05284,-0.06978,-0.05367,-0.02784,-0.03914,-0.02927,-0.03693,-0.0428,-0.0223,-0.05425,-0.09651,-0.04075,-0.04355,-0.04001,-0.05238,-0.07475,-0.03631,-0.08146,-0.0562,-0.0858,-0.09204,-0.0647,-0.05775,0.01631,-0.04482,-0.01692,-0.04649,-0.07927,-0.03467,-0.04219,-0.04255,-0.04308,-0.03868,-0.04075,-0.02467,-0.07688,-0.09249,-0.06324,-0.00392,-0.04122,-0.0456,-0.08348,-0.03675,-0.04324,-0.03584,-0.02044,-0.05445,-0.04257
1884,-0.35464,-0.48678,-0.47332,-0.48474,-0.38936,-0.41177,-0.19511,-0.4266,-0.48843,-0.29292,-0.38608,-0.4013,-0.60464,-0.33118,-0.56072,-0.54383,-0.33228,-0.39064,-0.27432,-0.45249,-0.37008,-0.39622,-0.3594,-0.4031,-0.50204,-0.51857,-0.38755,-0.59715,-0.42507,-0.38339,-0.20196,-0.57917,-0.42305,-0.56179,-0.58206,-0.58922,-0.58025,-0.48351,-0.29333,-0.33828,-0.39145,-0.52215,-0.26374,-0.35567,-0.33493,-0.45281,-0.57096,-0.40356,-0.3331,-0.4615,-0.34957,-0.31383,-0.56027,-0.38354,-0.29739,-0.24673,-0.07878,-0.35688,-0.57252,-0.23513,-0.39893,-0.56709,-0.53939,-0.44471,-0.37411,-0.42001,-0.56731,-0.59045,-0.47068,-0.57268,-0.02345,-0.42239,-0.39335,-0.34248,-0.3925,-0.52404,-0.38675,-0.18709,-0.44777,-0.47467,-0.19974,-0.40356,-0.37894,-0.3193,-0.44411,-0.36451,-0.47517,-0.59206,-0.43802,-0.42629,-0.38072,-0.47391,-0.35778,-0.39928,-0.54651,-0.40489,-0.50098,-0.27805,-0.37069,-0.31705,-0.36878,-0.42796,-0.40163,-0.29343,-0.3786,-0.40388,-0.50677,-0.347,-0.38985,-0.4459,-0.37028,-0.4568,-0.45851,-0.53844,-0.36989,-0.20153,-0.48711,-0.54765,-0.43137,-0.30574,-0.19954,-0.40166,-0.15257,-0.38934,-0.44999,-0.48363,-0.51889,-0.42645,-0.46372,-0.37328,-0.30093,-0.40748,-0.32329,-0.38461,-0.40998,-0.1931,-0.44075,-0.60467,-0.46557,-0.49164,-0.45899,-0.40807,-0.5188,-0.43544,-0.54703,-0.40419,-0.58996,-0.59091,-0.40351,-0.38787,-0.26056,-0.43508,-0.25913,-0.5026,-0.56053,-0.40044,-0.44873,-0.43123,-0.39551,-0.40335,-0.40851,-0.28699,-0.54044,-0.61517,-0.41556,-0.17766,-0.43407,-0.43404,-0.57399,-0.37384,-0.30588,-0.4592,-0.29257,-0.47497,-0.37943
1885,-0.30312,-0.40938,-0.43408,-0.41493,-0.3559,-0.38015,-0.20994,-0.39547,-0.39476,-0.27457,-0.36105,-0.37268,-0.4826,-0.30545,-0.46808,-0.47072,-0.31706,-0.36086,-0.25411,-0.385,-0.33099,-0.36754,-0.34194,-0.37734,-0.41452,-0.40476,-0.35224,-0.48664,-0.42247,-0.35818,-0.21241,-0.47156,-0.39579,-0.46244,-0.47027,-0.46978,-0.46653,-0.39288,-0.26902,-0.30244,-0.36423,-0.44164,-0.24852,-0.32819,-0.29865,-0.41103,-0.45115,-0.36247,-0.3168,-0.40551,-0.32657,-0.32508,-0.46683,-0.34646,-0.32245,-0.20778,-0.11701,-0.32959,-0.45357,-0.21221,-0.3707,-0.46681,-0.45282,-0.39157,-0.33913,-0.36939,-0.44961,-0.47201,-0.40195,-0.45364,-0.0713,-0.36936,-0.36675,-0.30533,-0.36869,-0.41228,-0.36163,-0.15494,-0.40991,-0.42392,-0.23972,-0.35803,-0.34749,-0.28434,-0.3928,-0.3385,-0.45376,-0.47245,-0.40726,-0.36639,-0.35252,-0.41926,-0.32263,-0.35448,-0.43868,-0.36422,-0.40064,-0.27391,-0.34832,-0.32382,-0.33907,-0.3876,-0.38389,-0.25343,-0.35024,-0.36938,-0.4517,-0.32258,-0.35622,-0.41901,-0.31623,-0.41362,-0.38751,-0.42357,-0.33406,-0.18163,-0.43139,-0.45748,-0.37039,-0.27664,-0.21905,-0.37948,-0.17963,-0.35739,-0.41538,-0.38868,-0.42756,-0.35131,-0.37286,-0.34791,-0.26758,-0.38917,-0.29797,-0.33843,-0.3738,-0.17388,-0.41601,-0.48164,-0.42185,-0.42999,-0.40607,-0.33494,-0.42651,-0.3781,-0.44756,-0.37518,-0.48445,-0.47082,-0.37631,-0.36311,-0.27629,-0.38574,-0.25298,-0.43615,-0.46364,-0.34942,-0.41249,-0.39649,-0.33061,-0.36047,-0.37397,-0.26889,-0.43902,-0.49066,-0.39609,-0.19223,-0.41134,-0.40603,-0.47108,-0.32737,-0.2535,-0.40771,-0.28756,-0.40125,-0.32815
1886,-0.19541,-0.24565,-0.25377,-0.25305,-0.21205,-0.24573,-0.12972,-0.23712,-0.23949,-0.16459,-0.22335,-0.22288,-0.28444,-0.1867,-0.28545,-0.28774,-0.20831,-0.21517,-0.16891,-0.22683,-0.21291,-0.22405,-0.21922,-0.21365,-0.24842,-0.25111,-0.20603,-0.29795,-0.25768,-0.22129,-0.13098,-0.28776,-0.23743,-0.28374,-0.28193,-0.28089,-0.28329,-0.24077,-0.17639,-0.17745,-0.22442,-0.27158,-0.14107,-0.19933,-0.19299,-0.25071,-0.26652,-0.22405,-0.19126,-0.25628,-0.21226,-0.19856,-0.2855,-0.20626,-0.19906,-0.11443,-0.08097,-0.20343,-0.26937,-0.1218,-0.22223,-0.28609,-0.27804,-0.2484,-0.20112,-0.23404,-0.27352,-0.28724,-0.24909,-0.27515,-0.03965,-0.23391,-0.22536,-0.197,-0.22643,-0.24631,-0.23191,-0.07334,-0.24555,-0.24441,-0.14921,-0.20561,-0.20834,-0.18514,-0.22771,-0.19862,-0.2796,-0.28352,-0.24594,-0.23002,-0.20806,-0.24513,-0.20826,-0.20788,-0.27152,-0.22395,-0.2464,-0.16257,-0.19621,-0.19643,-0.20787,-0.22402,-0.23563,-0.15028,-0.22075,-0.2198,-0.28371,-0.21077,-0.21159,-0.25962,-0.19017,-0.26514,-0.23211,-0.25776,-0.19587,-0.10739,-0.27301,-0.28025,-0.2321,-0.16428,-0.13178,-0.23521,-0.11416,-0.2338,-0.24531,-0.23831,-0.25788,-0.21797,-0.22782,-0.2082,-0.17544,-0.23556,-0.17553,-0.1974,-0.23773,-0.10435,-0.25079,-0.28313,-0.26425,-0.26913,-0.25747,-0.2057,-0.26126,-0.2391,-0.27157,-0.2268,-0.29572,-0.2862,-0.23157,-0.22383,-0.16787,-0.22515,-0.15502,-0.2719,-0.2832,-0.22335,-0.24812,-0.23703,-0.20302,-0.20831,-0.22338,-0.17617,-0.26683,-0.29432,-0.24373,-0.11789,-0.2458,-0.24507,-0.28738,-0.20835,-0.15415,-0.26002,-0.17248,-0.24077,-0.18889
